Salary,Assets,ExistingLoans,CreditScore,NumAccounts,PropertyOwnership,VoterRegistration,TotalIncome,Creditworthy,Fraud
14568,43281,2,650,2,Owns Property,Registered,17797,1,0
19581,48725,3,683,2,Owns Property,Registered,22726,1,0
95672,48691,4,682,1,Rents Property,Registered,102697,1,0
127033,38869,2,646,1,Rents Property,Registered,135705,1,0
115966,52867,2,667,2,Owns Property,Registered,119844,1,0
25740,88945,1,703,3,Rents Property,Not Registered,32934,0,0
104146,71774,1,614,2,Rents Property,Registered,110381,0,0
65613,40153,0,673,3,Owns Property,Registered,70827,0,0
65801,15528,2,577,3,Owns Property,Registered,69487,0,0
42353,20290,4,734,1,Owns Property,Registered,46812,1,0
18333,18429,0,666,1,Owns Property,Registered,25005,1,0
78437,38743,0,668,3,Rents Property,Registered,82091,0,0
77158,42039,4,614,2,Rents Property,Registered,83827,0,0
52600,38378,4,588,3,Owns Property,Registered,56344,1,0
71809,15480,2,743,1,Owns Property,Not Registered,75864,0,0
12394,45258,0,580,2,Rents Property,Registered,17523,1,0
51122,65070,3,648,2,Rents Property,Registered,53328,0,0
29822,73721,3,613,2,Owns Property,Registered,34187,0,0
23661,57108,2,559,2,Owns Property,Registered,30461,0,0
18823,47433,2,630,3,Owns Property,Not Registered,22128,1,0
29578,30062,4,671,1,Owns Property,Registered,36221,0,0
25061,59648,4,709,2,Owns Property,Registered,28412,1,0
24715,19377,2,605,2,Rents Property,Registered,32852,1,0
41647,35838,3,709,3,Owns Property,Registered,54008,1,0
19961,29744,0,658,1,Owns Property,Registered,21928,1,0
57977,57300,1,649,2,Owns Property,Registered,60942,1,0
23185,58741,0,591,2,Rents Property,Registered,29810,1,0
56148,37194,1,649,1,Rents Property,Registered,61257,1,0
6812,47042,1,669,3,Owns Property,Not Registered,10194,1,0
25389,64939,3,625,2,Rents Property,Registered,28857,1,0
127132,36198,3,633,2,Rents Property,Registered,131402,0,0
69321,38266,0,634,3,Rents Property,Registered,73604,1,0
143180,67100,2,608,2,Owns Property,Registered,147280,0,0
58803,50043,3,646,3,Owns Property,Registered,62313,1,0
77335,60754,0,681,3,Rents Property,Not Registered,78507,0,0
89030,51237,4,611,1,Rents Property,Registered,93991,1,0
26412,65703,3,737,2,Owns Property,Not Registered,32613,0,0
52489,54663,3,681,2,Owns Property,Registered,57680,0,0
54480,41544,4,709,2,Rents Property,Not Registered,61185,0,0
126076,51218,4,733,1,Owns Property,Registered,131582,0,0
38940,67068,1,616,2,Owns Property,Registered,43435,1,0
67877,44570,1,595,2,Rents Property,Registered,72960,1,0
15305,65009,1,657,2,Owns Property,Registered,19680,0,0
84258,45838,0,770,2,Owns Property,Registered,87747,0,0
47271,43125,1,571,2,Owns Property,Registered,48399,0,0
109297,61824,1,651,2,Owns Property,Registered,115249,1,0
97014,37695,3,711,2,Owns Property,Registered,101048,0,0
30204,70927,4,614,3,Rents Property,Registered,31893,1,0
126776,66689,0,797,1,Owns Property,Not Registered,132399,0,0
81433,32682,4,740,1,Rents Property,Registered,81313,1,0
52434,63912,1,691,2,Rents Property,Not Registered,57316,1,0
44987,63288,2,670,2,Owns Property,Not Registered,51493,0,0
26055,48130,1,627,2,Rents Property,Registered,32632,1,0
36259,52051,1,590,2,Owns Property,Registered,37753,0,0
137506,28263,1,631,3,Owns Property,Registered,141929,1,0
18366,66779,1,697,1,Owns Property,Registered,23332,0,0
129797,38728,4,696,1,Rents Property,Registered,134193,0,0
14976,19421,0,553,2,Rents Property,Registered,23365,0,0
75503,41489,3,657,3,Owns Property,Registered,83478,1,0
16361,36580,3,706,3,Owns Property,Not Registered,21167,1,0
47598,53167,1,738,1,Rents Property,Not Registered,54790,0,0
22424,71679,1,715,1,Rents Property,Registered,26119,0,0
97483,54585,2,687,3,Rents Property,Registered,103255,0,0
28989,61706,2,589,1,Owns Property,Registered,33349,0,0
52073,83519,3,670,3,Owns Property,Registered,60151,0,0
56385,46044,0,690,3,Owns Property,Registered,63133,0,0
117224,19326,1,673,3,Owns Property,Registered,123237,1,0
52915,35662,4,689,1,Rents Property,Registered,59533,1,0
19790,54589,3,666,1,Rents Property,Registered,22401,0,0
24557,35929,2,657,3,Rents Property,Registered,28195,1,0
13932,62323,0,630,3,Owns Property,Registered,18133,0,0
33020,32603,4,606,2,Owns Property,Registered,40191,0,0
44303,32534,0,644,2,Owns Property,Registered,49024,0,0
184195,29867,0,683,3,Rents Property,Registered,188786,1,0
50932,84701,3,697,2,Rents Property,Not Registered,54658,0,0
53742,46861,0,670,2,Owns Property,Not Registered,58336,1,0
32916,44906,2,627,1,Owns Property,Registered,35040,0,0
28535,62796,0,583,2,Owns Property,Registered,35516,0,0
109804,59751,0,667,3,Rents Property,Registered,115557,1,0
43818,72017,1,616,3,Rents Property,Registered,48928,0,0
76955,78727,2,642,3,Owns Property,Registered,81182,0,0
21495,68026,3,724,2,Rents Property,Registered,24929,1,0
96643,57593,2,725,3,Rents Property,Registered,102457,1,0
71607,43279,4,598,2,Owns Property,Not Registered,74385,1,0
81414,64312,0,657,3,Rents Property,Registered,84886,1,0
74487,69356,1,652,1,Rents Property,Registered,79858,1,0
13671,44758,0,538,1,Owns Property,Registered,17870,1,0
20742,46833,1,521,2,Rents Property,Registered,20273,0,0
25153,68116,1,633,1,Owns Property,Registered,31000,1,0
19504,7990,1,661,1,Owns Property,Registered,23981,0,0
40194,59214,4,717,2,Owns Property,Registered,42440,0,0
174159,38886,3,690,2,Rents Property,Registered,178618,0,0
19157,38419,2,632,3,Rents Property,Not Registered,25657,0,1
56956,38458,3,678,2,Rents Property,Not Registered,63524,1,0
175130,25183,1,664,3,Owns Property,Registered,180162,0,0
54540,45719,2,654,2,Rents Property,Registered,59228,1,0
78397,61917,3,662,2,Rents Property,Registered,83527,0,0
48577,37298,0,623,2,Owns Property,Registered,53942,1,0
74989,51929,4,577,2,Owns Property,Registered,81175,0,0
12669,31881,0,622,3,Owns Property,Not Registered,18954,0,0
44290,21003,3,659,1,Owns Property,Registered,51638,1,0
22539,2038,2,743,2,Owns Property,Not Registered,31282,0,0
10283,53562,0,627,2,Owns Property,Registered,20640,1,0
23732,63919,4,679,2,Rents Property,Registered,28634,0,0
16381,56396,0,715,1,Rents Property,Registered,20456,1,0
59638,29954,2,700,1,Rents Property,Registered,65121,0,0
40035,73473,2,708,2,Owns Property,Registered,45279,0,0
19658,60861,4,624,1,Rents Property,Registered,24646,1,0
20921,66061,2,653,3,Rents Property,Registered,25260,0,0
23287,65264,1,556,3,Rents Property,Registered,30359,0,0
23492,60136,4,613,3,Owns Property,Registered,30969,1,0
10353,45607,4,647,2,Owns Property,Registered,16626,1,0
83479,37636,2,696,2,Rents Property,Not Registered,89411,1,0
41171,57431,3,611,2,Rents Property,Not Registered,45602,0,0
31030,40953,1,696,3,Rents Property,Registered,37482,1,0
22551,53258,2,605,3,Owns Property,Registered,28317,0,0
160253,50444,4,704,3,Rents Property,Registered,166842,0,0
83340,41988,3,657,2,Owns Property,Registered,88707,0,0
72095,53379,1,644,2,Rents Property,Registered,76694,0,0
85663,56048,3,605,2,Owns Property,Registered,91050,0,0
66848,46987,0,768,1,Owns Property,Not Registered,74719,0,0
17582,15230,2,624,2,Rents Property,Registered,20763,1,0
30758,48405,1,654,1,Owns Property,Registered,36410,0,0
55438,41679,3,686,3,Owns Property,Registered,59323,0,0
66706,31681,1,492,3,Owns Property,Not Registered,71605,1,0
-9670,77731,4,660,2,Owns Property,Registered,-7436,1,0
132262,38063,4,641,3,Owns Property,Registered,141688,0,0
49076,69334,2,602,1,Rents Property,Registered,53737,1,0
32519,50153,4,619,1,Rents Property,Not Registered,35927,1,0
182394,47710,1,634,2,Owns Property,Registered,190657,1,0
108260,58632,1,638,1,Rents Property,Registered,112406,1,0
112003,76640,1,709,3,Rents Property,Registered,117286,1,1
68054,50133,0,667,3,Owns Property,Not Registered,71947,1,0
20991,42394,2,591,1,Owns Property,Registered,22427,0,0
130127,58878,0,703,2,Owns Property,Registered,135331,0,0
23137,65663,1,555,1,Owns Property,Registered,28962,0,0
17817,57754,0,613,2,Owns Property,Registered,26020,0,0
30089,63137,2,637,1,Owns Property,Registered,36347,1,0
57987,65943,4,685,3,Owns Property,Registered,63043,0,0
18750,66489,0,596,1,Rents Property,Not Registered,22693,1,0
69358,49516,2,631,3,Owns Property,Registered,75491,1,0
19938,70723,1,617,2,Owns Property,Not Registered,28112,0,0
7342,45604,2,754,2,Owns Property,Not Registered,10159,0,0
67493,70496,4,729,1,Owns Property,Registered,68185,1,1
16495,74215,0,689,3,Owns Property,Not Registered,24609,1,1
86579,63249,2,659,3,Rents Property,Registered,89463,0,0
126739,65859,3,681,2,Owns Property,Registered,128446,0,0
16428,65132,0,664,2,Owns Property,Registered,21315,1,0
109889,51325,0,647,3,Rents Property,Registered,113374,1,1
110006,58885,0,673,2,Owns Property,Not Registered,111566,1,0
60271,74435,0,726,3,Owns Property,Registered,65631,1,0
59615,35111,4,627,3,Owns Property,Not Registered,64700,1,0
112636,69441,1,649,1,Owns Property,Registered,118738,1,0
18810,14235,0,681,1,Owns Property,Registered,25637,1,0
19596,41781,3,705,3,Owns Property,Registered,24976,0,0
46302,52335,3,599,2,Owns Property,Registered,52942,1,0
13627,49101,3,636,1,Owns Property,Registered,15868,1,0
20969,65440,4,585,3,Owns Property,Registered,21750,0,0
82037,27040,2,602,2,Rents Property,Registered,85371,0,0
99846,58789,0,605,1,Rents Property,Registered,104340,1,0
29465,37483,3,656,2,Owns Property,Not Registered,34334,1,0
38167,63837,1,640,2,Rents Property,Registered,43826,1,0
68766,33084,3,699,1,Rents Property,Not Registered,76236,0,0
32365,55668,2,613,1,Owns Property,Not Registered,38168,0,0
168070,70946,1,660,2,Rents Property,Registered,173332,1,1
126920,39629,0,728,2,Rents Property,Registered,130442,0,0
145974,49781,3,651,3,Owns Property,Registered,153147,1,0
72609,48258,1,582,1,Rents Property,Registered,78263,1,0
36319,44684,0,660,3,Rents Property,Registered,39813,1,0
25078,48690,4,748,2,Rents Property,Registered,27515,0,0
96467,26536,3,578,2,Rents Property,Registered,103422,1,0
106045,57472,3,655,3,Owns Property,Registered,112057,1,0
22934,46096,4,639,3,Owns Property,Not Registered,30275,1,0
21719,47927,3,687,2,Owns Property,Not Registered,24780,1,0
127130,63555,3,592,3,Owns Property,Registered,127298,1,0
28171,40603,0,671,1,Rents Property,Registered,33668,0,0
24833,50880,1,587,2,Owns Property,Registered,26591,1,0
92616,12437,3,718,1,Rents Property,Registered,99004,0,0
9664,80653,0,644,2,Owns Property,Not Registered,14671,1,0
22403,69564,3,691,1,Rents Property,Registered,30469,0,0
18962,44862,2,672,2,Owns Property,Registered,24065,1,0
60239,78649,2,609,1,Rents Property,Registered,62578,0,0
33114,56272,0,632,3,Owns Property,Registered,39220,0,0
61306,17256,3,576,1,Rents Property,Registered,66491,1,0
95693,37777,0,647,1,Owns Property,Not Registered,100280,0,0
79178,58093,3,594,3,Rents Property,Registered,84781,1,0
21304,42260,0,668,1,Owns Property,Registered,26790,0,0
18472,42510,3,671,2,Rents Property,Registered,22165,1,0
72259,56213,2,571,1,Rents Property,Registered,80912,0,0
62366,64222,0,720,2,Owns Property,Not Registered,70595,0,0
89278,38409,0,673,2,Rents Property,Registered,94185,0,0
89073,79194,2,673,3,Owns Property,Registered,93692,0,0
81877,47735,1,634,3,Owns Property,Registered,84283,0,0
16995,49458,0,611,1,Rents Property,Not Registered,23243,1,0
79245,48448,2,565,2,Owns Property,Not Registered,81663,0,0
80354,30970,3,662,2,Owns Property,Not Registered,84921,1,0
51913,39188,0,700,3,Owns Property,Not Registered,58259,0,0
19953,27954,1,720,3,Owns Property,Registered,30551,1,0
50224,29648,1,595,3,Rents Property,Registered,55252,1,0
72915,34619,2,636,2,Owns Property,Not Registered,79884,1,0
24750,43987,2,686,1,Rents Property,Registered,27515,1,0
55845,36684,4,657,2,Owns Property,Registered,59648,0,0
67993,42212,0,693,3,Owns Property,Registered,71884,1,0
137408,51441,1,707,2,Owns Property,Registered,142204,1,0
24183,38446,2,661,2,Owns Property,Not Registered,26284,0,0
18077,49267,3,680,3,Owns Property,Registered,22237,1,0
63446,74257,1,558,3,Rents Property,Registered,65308,1,0
114017,41616,4,599,3,Rents Property,Not Registered,121228,0,0
50593,45522,4,636,2,Owns Property,Registered,54771,1,1
63248,55469,1,745,3,Rents Property,Not Registered,66844,0,0
12353,64214,4,691,2,Rents Property,Registered,15319,0,0
68671,42984,3,665,1,Owns Property,Registered,72846,1,0
108475,37966,3,688,1,Owns Property,Registered,114158,1,0
89896,60379,0,640,2,Owns Property,Registered,93230,0,0
81390,61296,1,679,3,Owns Property,Registered,86744,0,0
62841,39924,1,582,1,Rents Property,Registered,68907,0,0
130585,54059,3,668,3,Owns Property,Registered,135375,0,0
16501,68273,1,662,1,Owns Property,Registered,19144,1,0
16792,73986,4,583,1,Rents Property,Not Registered,22942,1,0
18386,67573,2,633,1,Rents Property,Registered,24475,0,0
13103,55983,2,666,3,Owns Property,Registered,20279,1,0
27096,44267,2,660,3,Owns Property,Registered,32723,0,0
96939,46048,1,622,2,Owns Property,Not Registered,100180,0,0
142300,48081,3,749,1,Owns Property,Registered,147434,1,0
69505,51199,1,658,1,Owns Property,Registered,74704,1,0
40129,61748,4,724,2,Rents Property,Registered,42149,1,0
91686,45971,4,673,1,Owns Property,Registered,92807,0,0
56751,45847,1,642,1,Owns Property,Registered,62960,0,0
63624,61640,4,710,3,Owns Property,Registered,68139,1,0
50254,31111,2,721,2,Rents Property,Registered,54054,1,0
117235,56539,1,698,1,Owns Property,Not Registered,123842,1,0
34332,50844,1,688,2,Owns Property,Registered,41626,1,0
94580,48652,4,627,1,Rents Property,Not Registered,97865,0,0
55716,37216,0,676,3,Owns Property,Registered,64499,1,0
85957,44324,3,623,2,Rents Property,Not Registered,88342,0,0
63516,57116,3,687,2,Rents Property,Registered,69142,0,0
96019,50086,0,713,1,Owns Property,Registered,100358,1,0
58015,63222,1,679,1,Rents Property,Registered,65551,1,0
96893,61983,4,622,3,Owns Property,Registered,102332,1,0
24390,32290,4,633,2,Rents Property,Registered,28272,0,0
22161,17042,2,652,2,Owns Property,Registered,30543,0,0
97201,52133,3,682,1,Owns Property,Registered,101376,1,0
132456,44983,2,625,2,Owns Property,Not Registered,137795,1,0
44908,46599,3,604,3,Owns Property,Registered,46201,0,0
109012,49743,0,647,1,Rents Property,Registered,110324,1,0
143731,38095,1,671,3,Rents Property,Registered,146785,1,0
72718,52955,4,626,1,Owns Property,Registered,77314,0,0
44739,54323,0,611,2,Owns Property,Not Registered,52951,1,0
25397,42129,4,726,1,Owns Property,Registered,30237,1,0
84810,54181,4,658,3,Owns Property,Registered,91776,1,0
76766,33143,3,693,2,Owns Property,Registered,80674,1,0
14446,45268,0,643,2,Owns Property,Registered,22650,0,0
45616,44890,1,640,3,Rents Property,Not Registered,51837,0,0
51441,70875,0,600,3,Rents Property,Registered,56356,0,0
42345,53782,2,717,2,Owns Property,Registered,49253,1,0
99851,66476,1,661,2,Rents Property,Registered,104683,0,0
44606,50378,3,689,2,Rents Property,Registered,49767,0,0
26857,40625,0,665,3,Owns Property,Registered,33007,0,0
93490,47851,0,698,2,Owns Property,Registered,99450,0,0
110541,36531,2,570,3,Owns Property,Registered,112750,0,0
118172,47212,0,684,3,Owns Property,Registered,123224,1,0
66480,69825,3,689,1,Owns Property,Not Registered,73362,0,0
148522,59679,4,610,1,Owns Property,Registered,153847,0,0
16131,59499,1,640,1,Rents Property,Registered,21668,0,0
87397,61912,3,630,1,Owns Property,Registered,94113,0,0
24457,48622,2,687,2,Owns Property,Not Registered,30725,1,0
85929,49673,0,613,3,Owns Property,Registered,88962,1,0
31705,48363,2,725,3,Owns Property,Not Registered,33988,1,0
155295,61586,3,645,2,Owns Property,Registered,163306,0,0
23217,47020,4,695,3,Owns Property,Registered,27503,1,0
25537,34527,4,596,3,Owns Property,Registered,29479,1,0
18950,42067,1,707,1,Owns Property,Registered,23730,0,0
18253,85394,3,651,2,Owns Property,Registered,25971,0,0
39019,64664,2,691,2,Owns Property,Registered,43921,1,0
72504,41506,3,611,1,Owns Property,Not Registered,77321,0,0
38458,21386,3,640,3,Rents Property,Registered,42313,0,0
25031,57773,0,611,1,Owns Property,Registered,27948,1,0
35488,60911,1,642,2,Owns Property,Registered,36804,0,0
103888,69973,1,651,1,Rents Property,Registered,108957,0,0
17634,51095,3,648,3,Owns Property,Not Registered,20517,1,0
105855,46172,2,631,1,Rents Property,Registered,109960,0,0
66184,63710,1,634,1,Owns Property,Registered,70215,1,0
62597,61364,2,660,3,Owns Property,Registered,68506,1,0
19894,62860,3,662,2,Owns Property,Registered,19220,0,0
17627,31427,1,601,3,Rents Property,Registered,25833,0,1
92368,69294,2,689,1,Owns Property,Registered,97879,1,0
89843,53418,1,647,1,Rents Property,Registered,95732,1,0
144727,48584,0,686,3,Owns Property,Registered,147627,1,0
38836,42759,3,650,3,Owns Property,Not Registered,43442,1,0
110693,68969,2,697,1,Owns Property,Registered,116486,1,0
113523,30469,1,682,2,Owns Property,Not Registered,119880,1,0
38458,22761,3,722,1,Owns Property,Registered,44751,0,0
126423,28995,3,611,1,Rents Property,Registered,131979,1,0
18615,66820,3,649,1,Owns Property,Registered,22773,0,0
108560,43571,4,662,2,Rents Property,Not Registered,110822,1,0
90476,12667,4,701,2,Owns Property,Registered,94981,1,0
50770,43822,3,757,1,Owns Property,Registered,59563,1,0
22861,67233,2,589,3,Rents Property,Registered,25138,0,0
36502,32034,3,704,3,Rents Property,Registered,38325,1,0
77412,52741,4,580,1,Owns Property,Registered,86370,1,0
121754,36371,2,591,1,Owns Property,Registered,126857,1,0
96676,79315,2,668,1,Owns Property,Registered,98543,1,0
11770,41191,3,665,1,Rents Property,Registered,16896,0,0
56296,29141,2,626,3,Owns Property,Registered,60700,1,0
85660,52104,1,736,1,Rents Property,Registered,93864,1,0
37706,43968,0,673,2,Rents Property,Registered,45600,0,0
21473,38554,0,666,2,Rents Property,Registered,27239,0,0
123987,59519,3,710,3,Rents Property,Registered,130302,1,0
120437,49180,1,631,3,Rents Property,Registered,125082,1,0
